May\MTM_012007Split\Grad3-1 numSpectra	May\MTM_012007Split\Grad3-1 totalIntensity	May\MTM_012007Split\Grad3-2 numSpectra	May\MTM_012007Split\Grad3-2 totalIntensity	May\MTM_012007Split\Grad3-3 numSpectra	May\MTM_012007Split\Grad3-3 totalIntensity	May\MTM_012007Split\Grad3-4 numSpectra	May\MTM_012007Split\Grad3-4 totalIntensity	May\MTM_012007Split\Grad3-5 numSpectra	May\MTM_012007Split\Grad3-5 totalIntensity	May\MTM_012007Split\Grad3-6 numSpectra	May\MTM_012007Split\Grad3-6 totalIntensity	May\MTM_012007Split\Grad3-7 numSpectra	May\MTM_012007Split\Grad3-7 totalIntensity	May\MTM_012007Split\Grad3-8 numSpectra	May\MTM_012007Split\Grad3-8 totalIntensity	 protein_mw	 accession_number	SwissProt ID	 accession_numbers	 coverage_maps	 percentCoverage	 percentCoverages	 numPepsUnique	 scoreUnique	 groupNum	 numSubgroups	 entry_name							
1	3.84E+06	0	0.00E+00	0	0.00E+00	0	0.00E+00	0	0.00E+00	0	0.00E+00	0	0.00E+00	0	0.00E+00	50844.4	6320788	P32614	417061|6325292|809600	0+148+18+204|0+148+18+204|0+148+18+5	4	4|4|10	1	26.09	197	1	Glutamine synthetase (Glutamate--ammonia ligase) (GS)							
2	8.29E+07	6	1.14E+09	8	1.57E+09	4	8.92E+08	5	3.32E+08	5	3.39E+08	1	3.20E+07	0	0.00E+00	17822.7	6320781	P17079	6321464|6323365	0+35+14+59|0+35+14+59	12	12|12	1	26.05	198	1	Protein component of the small (40S) ribosomal subunit	 nearly identical to Rps25Bp and has similarity to rat S25 ribosomal protein	 Rps25ap					
1	5.13E+07	0	0.00E+00	0	0.00E+00	0	0.00E+00	0	0.00E+00	0	0.00E+00	0	0.00E+00	0	0.00E+00	73598.4	6320717	P48813	1352321|6323932	0+8+20+345|0+8+20+345	5	5|5	1	25.89	199	1	Ubiquitin-like protein DSK2							
4	8.33E+08	1	3.17E+08	3	7.80E+08	3	4.02E+08	0	0.00E+00	1	7.21E+06	1	1.06E+07	0	0.00E+00	15803.4	6320655	P14127	6322114|3915654	0+102+16+241|0+39+16+241	4	4|5	1	25.44	200	1	Part of a heptameric protein complex that regulates retrograde Golgi-to-ER protein traffic in eukaryotic cells	 coatomer forms the COP I vesicle coat whose functions are essential	 epsilon-COP coatomer subunit Sec28p	 Sec28p				
2	6.45E+07	1	3.52E+07	1	3.08E+07	0	0.00E+00	0	0.00E+00	0	0.00E+00	0	0.00E+00	0	0.00E+00	30501.6	6320637	Q04067	6321243	0+598+13+196+9+1856	0	0	2	25.03	201	1	"Positive regulator of the Gcn2p kinase activity, forms a complex with Gcn20p"	 proposed to stimulate Gcn2p activation by an uncharged tRNA	 Gcn1p					
0	0.00E+00	3	5.49E+08	1	7.88E+07	2	3.78E+08	1	6.87E+07	1	9.78E+07	1	4.01E+07	0	0.00E+00	11050.1	6320590	P02400	6321724	0+231+16+186	3	3	1	24.96	202	1	"Cytosolic ribosome-associated chaperone, contains a DnaJ domain"	" together with Ssz1p, acts as a chaperone for nascent polypeptide chains"	 Zuo1p					
0	0.00E+00	2	9.28E+07	1	3.46E+07	0	0.00E+00	0	0.00E+00	0	0.00E+00	0	0.00E+00	0	0.00E+00	24955.7	6320589	Q12159	3341|6320432|45271046	0+19+10+193|0+19+10+193|0+19+10+193	4	4|4|4	1	24.83	203	1	unnamed protein product							
1	6.12E+07	2	9.80E+07	0	0.00E+00	0	0.00E+00	1	6.10E+06	0	0.00E+00	0	0.00E+00	0	0.00E+00	109020.1	6320444	P41810	51012665|6322357	0+122+27|0+122+27	18	18|18	1	24.68	204	1	YJL104W							
2	1.30E+08	0	0.00E+00	0	0.00E+00	0	0.00E+00	0	0.00E+00	0	0.00E+00	0	0.00E+00	0	0.00E+00	32916.1	6320439	Q04947	5326|37362625	0+354+20+92|0+322+20+92	4	4|4	1	24.63	205	1	La motif-containing protein							
1	5.15E+06	0	0.00E+00	1	3.48E+06	0	0.00E+00	0	0.00E+00	0	0.00E+00	0	0.00E+00	0	0.00E+00	24178.5	6320382	P21734	6323509	0+332+13+146	2	2	1	24.25	206	1	"3-hydroxy-3-methylglutaryl-CoA (HMG-CoA) synthase, catalyzes the formation of HMG-CoA from acetyl-CoA and acetoacetyl-CoA"	 involved in the second step in mevalonate biosynthesis	 Erg13p					
1	1.77E+07	0	0.00E+00	1	9.09E+06	0	0.00E+00	0	0.00E+00	0	0.00E+00	0	0.00E+00	0	0.00E+00	39543.9	6320362	P13663	6321806	0+81+13+369	2	2	1	23.74	207	1	"Argininosuccinate lyase, catalyzes the final step in the arginine biosynthesis pathway"	 Arg4p						
5	1.61E+08	6	2.53E+08	6	2.48E+08	3	9.68E+07	3	5.05E+07	1	1.68E+07	1	7.85E+06	1	1.70E+06	17390.8	6320359	P14832	6321231	0+784+14+237	1	1	1	23.72	208	1	"Subunit of the heterodimeric FACT complex (Spt16p-Pob3p), facilitates RNA Polymerase II transcription elongation through nucleosomes by destabilizing and then reassembling nucleosome structure"	 Spt16p						
0	0.00E+00	0	0.00E+00	0	0.00E+00	0	0.00E+00	0	0.00E+00	0	0.00E+00	0	0.00E+00	1	4.21E+06	171122.3	6320339	P39109	6324321	0+61+12+279	3	3	1	23.66	209	1	HSP40 family chaperone	" sit4 suppressor, dnaJ homolog"	 Sis1p					
0	0.00E+00	1	6.79E+07	0	0.00E+00	1	1.12E+07	0	0.00E+00	0	0.00E+00	0	0.00E+00	0	0.00E+00	71773	6320334	P32599	6320788	0+45+14+411	2	2	1	23.65	210	1	Fumurate ReDuctase Soluble	 Yel047cp						
0	0.00E+00	1	5.10E+07	0	0.00E+00	1	1.18E+08	0	0.00E+00	1	6.51E+07	0	0.00E+00	0	0.00E+00	17029	6320269	P05756	6325017	0+148+18+34	9	9	1	23.44	211	1	YAR1 encodes a 200-amino-acid protein with two ANK repeat motifs and an acidic C terminus rich in PEST-like sequences	 Yar1p						
32	3.12E+09	16	7.21E+08	26	1.88E+09	18	9.80E+08	17	7.42E+08	14	3.97E+08	15	2.72E+08	7	1.04E+08	26795.6	6320255	P00942	6323958	0+30+13+467	2	2	1	23.43	212	1	Phosphoribosylpyrophosphate amidotransferase (PRPPAT	" amidophosphoribosyltransferase), catalyzes first step of the 'de novo' purine nucleotide biosynthetic pathway"	 Ade4p					
4	4.78E+08	3	4.14E+08	8	7.71E+08	2	4.32E+08	4	4.78E+07	2	1.24E+07	1	1.39E+07	0	0.00E+00	17748.9	6320228	P26781	6320936|3658	0+373+16+378|0+373+16+97	2	2|3	1	23.09	213	1	"Cobalamin-independent methionine synthase, involved in amino acid biosynthesis"	 also called N5-methyltetrahydrofolate homocysteine methyltransferase or 5-methyltetrahydropteroyltriglutamate homocysteine methyltransferase	 Met6p					
0	0.00E+00	1	1.25E+08	2	6.04E+07	0	0.00E+00	1	1.39E+07	0	0.00E+00	1	2.87E+06	0	0.00E+00	53309.9	6320226	P07284	6321198	0+183+13+764	1	1	1	23.09	214	1	"Nuclear envelope protein that mediates the nuclear export of importin alpha (Srp1p), homolog of metazoan CAS protein, required for accurate chromosome segregation"	 Cse1p						
2	4.11E+07	1	1.14E+07	0	0.00E+00	0	0.00E+00	0	0.00E+00	0	0.00E+00	0	0.00E+00	0	0.00E+00	33887.1	6320151	P33333	6323246|45269810	0+149+16+206|0+149+16+206	4	4|4	1	23.05	215	1	"Peptidyl-prolyl cis-trans isomerase (cyclophilin), catalyzes the cis-trans isomerization of peptide bonds N-terminal to proline residues"	 binds to Hsp82p and contributes to chaperone activity	 Cpr6p					
2	8.79E+07	1	1.49E+07	4	4.77E+08	0	0.00E+00	0	0.00E+00	1	9.41E+06	2	1.92E+07	2	1.94E+07	39566.1	6320148	P41940	1279719|6681850|1149544	0+47+13+116|0+47+13+116|0+29+13+116	7	7|7|8	1	22.47	216	1	YIP3							
0	0.00E+00	2	3.73E+07	2	1.46E+08	3	8.09E+07	0	0.00E+00	1	7.61E+06	0	0.00E+00	0	0.00E+00	6727.8	6320142	P41058	6323858	0+34+12+176	5	5	1	22.32	217	1	"C-8 sterol isomerase, catalyzes the isomerization of the delta-8 double bond to the delta-7 position at an intermediate step in ergosterol biosynthesis"	 Erg2p						
0	0.00E+00	2	5.59E+07	1	4.66E+06	0	0.00E+00	0	0.00E+00	2	2.11E+07	0	0.00E+00	0	0.00E+00	10908	6320122	P05318	6321704|3924	0+530+20+201|0+530+20+201	2	2|2	1	22.25	218	1	"Methionyl-tRNA synthetase, forms a complex with glutamyl-tRNA synthetase (Ygl245wp) and Arc1p, which increases the catalytic efficiency of both tRNA synthetases"	 also has a role in nuclear export of tRNAs	 Mes1p					
7	1.43E+09	6	1.97E+09	10	2.35E+09	5	9.86E+08	5	2.14E+08	5	1.79E+08	2	6.34E+07	0	0.00E+00	22554.1	6320121	Q12690	6323005	0+81+13+185	4	4	1	22.17	219	1	Hypothetical ORF	 Yll023cp						
0	0.00E+00	0	0.00E+00	0	0.00E+00	0	0.00E+00	0	0.00E+00	1	1.79E+06	0	0.00E+00	1	3.76E+06	92675.9	6320107	P33775	6321973|45270462|1362249	0+210+11+179|0+210+11+179|0+209+11+178	2	2|2|2	1	22.09	220	1	"Widely conserved NADPH oxidoreductase containing flavin mononucleotide (FMN), homologous to Oye3p with slight differences in ligand binding and catalytic properties"	 may be involved in sterol metabolism	 Oye2p					
6	3.76E+08	6	1.85E+08	8	6.35E+08	6	4.40E+08	3	8.32E+07	7	1.60E+08	8	9.03E+07	8	7.38E+07	10667.6	6320073	P10622	6319553	0+219+16+729	1	1	1	21.83	221	1	"Subunit of the core complex of translation initiation factor 3(eIF3), essential for translation"	 part of a subcomplex (Prt1p-Rpg1p-Nip1p) that stimulates binding of mRNA and tRNA(i)Met to ribosomes	 Rpg1p					
4	1.79E+08	3	8.99E+07	4	9.09E+07	7	2.83E+08	12	2.26E+08	16	4.20E+08	11	2.23E+08	10	1.92E+08	47099.1	6320019	P48570	6321249|51013015|6320978	0+51+15+53|0+51+15+53|0+51+15+53	12	12|12|12	1	21.81	222	1	Protein component of the small (40S) ribosomal subunit	 nearly identical to Rps26Bp and has similarity to rat S26 ribosomal protein	 Rps26ap					
1	3.97E+07	1	2.24E+07	0	0.00E+00	0	0.00E+00	2	6.35E+07	0	0.00E+00	0	0.00E+00	0	0.00E+00	118637.3	6320016	P17255	6321599	0+297+11+106	2	2	1	21.62	223	1	"Nucleolar protein that binds nuclear localization sequences, required for pre-rRNA processing and ribosome biogenesis"	 Nsr1p						
0	0.00E+00	0	0.00E+00	0	0.00E+00	0	0.00E+00	2	8.88E+06	0	0.00E+00	0	0.00E+00	0	0.00E+00	20529.6	6320009	P11076	6320717	0+41+16+606	2	2	1	21.55	224	1	high-affinity glutamine permease	 Gnp1p						
0	0.00E+00	0	0.00E+00	0	0.00E+00	1	9.16E+05	0	0.00E+00	0	0.00E+00	0	0.00E+00	0	0.00E+00	116661	6319961	P35688	6324140	0+466+13+63	2	2	1	21.34	225	1	karyopherin alpha homolog of 60 kDa	 Srp1p						
0	0.00E+00	0	0.00E+00	1	4.60E+07	0	0.00E+00	0	0.00E+00	0	0.00E+00	0	0.00E+00	0	0.00E+00	65576.5	6319931	P15891	6324798	0+25+12+109	8	8	1	21.26	226	1	"RNA polymerase subunit, found in RNA polymerase complexes I, II, and III"	 Rpb8p						
0	0.00E+00	1	5.89E+06	0	0.00E+00	0	0.00E+00	0	0.00E+00	0	0.00E+00	0	0.00E+00	0	0.00E+00	39749.3	6319726	P32449	6321940	0+376+12+77	2	2	1	21.16	227	1	Protein that binds to cruciform DNA structures	 Crp1p						
19	1.04E+09	16	6.64E+08	12	5.42E+08	10	4.53E+08	11	1.83E+08	14	4.51E+08	10	1.75E+08	10	1.44E+08	61299.5	6319673	P12709	6324826	0+128+13	9	9	1	21.12	228	1	Hypothetical ORF	 Yor252wp						
9	7.30E+07	3	2.72E+07	6	8.72E+06	1	8.61E+05	0	0.00E+00	0	0.00E+00	0	0.00E+00	0	0.00E+00	57749.5	6319603	P16140	6321837	0+702+14+140	1	1	1	21.02	229	1	"Arginine/alanine aminopeptidase, overproduction stimulates glycogen accumulation"	 Aap1'p						
0	0.00E+00	1	1.98E+09	0	0.00E+00	1	1.78E+07	0	0.00E+00	0	0.00E+00	0	0.00E+00	0	0.00E+00	75411.3	6319597	P38088	6323593	0+6+22+375	5	5	1	20.88	230	1	"ER localized integral membrane protein that may promote secretion of certain hexose transporters, including Gal2p"	 involved in glucose-dependent repression	 Gsf2p					
0	0.00E+00	0	0.00E+00	0	0.00E+00	1	2.50E+07	0	0.00E+00	0	0.00E+00	0	0.00E+00	0	0.00E+00	110344.9	6319553	P38249	6322010|6319468|2120057|6319486|20336767|2120068|1945334|7839164|7839171|6322487|1945316|6322489|2131097|2120078|7839152|2131099|6321008|6320985|7839178|7839185|7839162|7839173|2120052|1360358|7839187|7839160|1122342|1326011|1326005|1326009|1326014|1326015|83589|6319323|6323064	0+1024+15+754|0+986+15+754|0+986+15+754|0+986+15+755|0+986+15+754|0+987+15+754|0+987+15+754|0+986+15+754|0+986+15+754|0+986+15+754|0+987+15+754|0+986+15+754|0+986+15+754|0+986+15+754|0+986+15+754|0+986+15+754|0+986+15+754|0+986+15+754|0+986+15+754|0+986+15+754|0+986+15+754|0+986+15+754|0+986+15+754|0+986+15+754|0+986+15+754|0+986+15+603|0+559+15+754|0+559+15+754|0+559+15+754|0+559+15+754|0+559+15+754|0+559+15+754|0+559+15+704|0+427+15+754|0+386+15+754	0	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|1|1|1|1|1|1|1	1	20.83	231	1	TyB Gag-Pol protein	" proteolytically processed to make the Gag, RT, PR, and IN proteins that are required for retrotransposition"	 Yhr214c-bp					
0	0.00E+00	0	0.00E+00	0	0.00E+00	1	7.83E+06	0	0.00E+00	0	0.00E+00	0	0.00E+00	0	0.00E+00	13989.2	6319470	P04912	6319726	0+14+10+346	2	2	1	20.68	232	1	"3-deoxy-D-arabino-heptulosonate-7-phosphate (DAHP) synthase, catalyzes the first step in aromatic amino acid biosynthesis and is feedback-inhibited by tyrosine"	 Aro4p						
0	0.00E+00	3	3.28E+08	2	2.04E+07	3	1.48E+08	8	4.45E+07	4	8.07E+07	2	1.00E+07	1	3.35E+06	122984.1	6319395	P09436	6320362	0+265+11+89	3	3	1	20.59	233	1	"Aspartic beta semi-aldehyde dehydrogenase, catalyzes the second step in the common pathway for methionine and threonine biosynthesis"	 expression regulated by Gcn4p and the general control of amino acid synthesis	 Hom2p					
3	2.46E+08	4	5.75E+08	3	2.10E+08	0	0.00E+00	1	5.79E+07	1	6.74E+07	0	0.00E+00	0	0.00E+00	22627.1	6319315	P32471	6324433	0+97+14+102	6	6	1	20.52	234	1	Cytoplasmic mRNA cap binding protein	 the eIF4E-cap complex is responsible for mediating cap-dependent mRNA translation via interactions with the translation initiation factor eIF4G (Tif4631p or Tif4632p)	 Cdc33p					
0	0.00E+00	2	8.12E+07	0	0.00E+00	1	1.86E+07	0	0.00E+00	0	0.00E+00	0	0.00E+00	0	0.00E+00	112269	6319282	P39730	6324580	0+180+15+151	4	4	1	20.2	235	1	"Glutamine-rich cytoplasmic protein of unknown function, contains tetratricopeptide (TPR) repeats, which often mediate protein-protein interactions"	 conserved in human and C. elegans	 Sgt2p					
82	8.68E+09	95	1.13E+10	71	7.10E+09	81	8.67E+09	77	3.18E+09	42	2.22E+09	54	1.17E+09	49	5.15E+08	54544.9	6319279	P00549	6323969|422165|984682	0+303+16+493|0+303+16+493|0+303+16+283	1	1|1|2	1	20.19	236	1	"Protein required for nuclear import with some similarity to Nsr1p, another protein involved in nuclear transport"	 ~100 kDa cytoplasmic protein	 Nip1p					
10	2.37E+08	8	8.03E+08	11	9.64E+08	12	6.16E+08	20	9.67E+08	18	2.43E+08	12	1.81E+08	8	4.57E+07	43757.8	2507307	P14126	6325439	0+710+12+46	1	1	1	19.88	237	1	cytoplasmic GTPase-activating protein	 Sec23p						
7	1.50E+08	2	8.27E+06	3	9.94E+06	4	1.20E+07	1	3.88E+06	0	0.00E+00	0	0.00E+00	0	0.00E+00	82663.4	1711626	P46655	6321236	0+445+14+41	2	2	1	19.82	238	1	"Aromatic aminotransferase, expression is regulated by general control of amino acid biosynthesis"	 Aro8p						
16	3.26E+09	9	1.88E+09	7	1.28E+09	7	9.60E+08	3	4.80E+07	4	7.33E+07	2	3.78E+07	1	1.17E+07	14234.8	1710575	P53221	6323861|172140	0+369+14+576|0+369+14+576	1	1|1	1	19.55	239	1	phosphofructokinase beta subunit	 Pfk2p						
0	0.00E+00	3	3.59E+08	0	0.00E+00	1	3.50E+07	0	0.00E+00	0	0.00E+00	1	9.44E+06	0	0.00E+00	6668.8	1710563	P05747	6324907	0+52+11+170	4	4	1	19.42	240	1	vacuolar ATPase V1 domain subunit E (27 kDa)	 Vma4p						
2	1.14E+08	0	0.00E+00	1	4.97E+07	0	0.00E+00	0	0.00E+00	0	0.00E+00	0	0.00E+00	0	0.00E+00	40054.8	1710402	P49723	6324042	0+8+12+915	1	1	1	19.38	241	1	non-clathrin coat protein involved in transport between ER and Golgi	 Sec21p						
0	0.00E+00	0	0.00E+00	0	0.00E+00	1	1.33E+07	0	0.00E+00	0	0.00E+00	0	0.00E+00	0	0.00E+00	9868.4	1709993	P51402	6323411	0+196+11+273	2	2	1	19.22	242	1	membrane component of ER protein translocation apparatus	 Sec61p						
0	0.00E+00	0	0.00E+00	0	0.00E+00	1	2.86E+07	0	0.00E+00	0	0.00E+00	0	0.00E+00	0	0.00E+00	47792.9	1360338	P23542	1351133|6320859	0+24+12+487|0+24+12+487	2	2|2	1	19.2	243	1	26S proteasome regulatory subunit RPN3							
1	7.96E+07	0	0.00E+00	0	0.00E+00	0	0.00E+00	0	0.00E+00	0	0.00E+00	0	0.00E+00	0	0.00E+00	39516.1	1352321	P48510	6320382	0+196+12+7	5	5	1	19.15	244	1	Ubiquitin-conjugating enzyme that mediates selective degradation of short-lived and abnormal proteins	 plays a role in vesicle biogenesis and ER-associated protein degradation (ERAD)	 component of the cellular stress response	 Ubc1p				
0	0.00E+00	0	0.00E+00	0	0.00E+00	0	0.00E+00	0	0.00E+00	1	2.96E+07	0	0.00E+00	0	0.00E+00	60423.2	1351133	P40016	6322097	0+196+10+165	2	2	1	19.15	245	1	"Homo-isocitrate dehydrogenase, an NAD-linked mitochondrial enzyme required for the fourth step in the biosynthesis of lysine, in which homo-isocitrate is oxidatively decarboxylated to alpha-ketoadipate"	 Lys12p						
1	5.69E+07	5	2.94E+08	2	4.65E+08	2	2.44E+08	3	1.46E+08	4	1.02E+08	4	5.37E+07	3	8.61E+06	17037.7	1350951	P35271	124875|6319483	0+239+17+31|0+239+17+31	5	5|5	1	18.99	246	1	Inorganic pyrophosphatase (Pyrophosphate phospho-hydrolase) (PPase)							
2	2.99E+07	0	0.00E+00	0	0.00E+00	0	0.00E+00	0	0.00E+00	0	0.00E+00	0	0.00E+00	0	0.00E+00	70951.8	1345601	P31383	6325386	0+153+13+183	3	3	1	18.96	247	1	"Protein containing an Lsm domain, may bind RNA and have a role in RNA processing"	" overproduction suppresses a null mutation in CHC1, which encodes the heavy chain of clathrin"	 Scd6p					
1	5.71E+07	1	3.46E+07	0	0.00E+00	0	0.00E+00	0	0.00E+00	0	0.00E+00	0	0.00E+00	0	0.00E+00	31799.9	1323195	P53271	1302130|132972|1326051	0+99+9+8|0+89+9+8|0+88+9+8	7	7|8|8	1	18.93	248	1	RPL41A							
0	0.00E+00	0	0.00E+00	0	0.00E+00	1	9.33E+06	0	0.00E+00	0	0.00E+00	0	0.00E+00	0	0.00E+00	13530.3	1302130	P02405	6320107	0+450+10+357	1	1	1	18.89	249	1	Transfers mannose residues from dolichyl phosphate-D-mannose to specific serine/threonine residues of proteins in the secretory pathway	 acts in complex with Pmt2p	 dolichyl phosphate-D-mannose:protein O-D-mannosyltransferase	 Pmt1p				
0	0.00E+00	0	0.00E+00	0	0.00E+00	0	0.00E+00	1	5.94E+06	1	2.72E+06	0	0.00E+00	0	0.00E+00	19445.8	1279719	P53633	6321723|45269549	0+29+12+269|0+29+12+269	3	3|3	1	18.88	250	1	"Protein localized to COPII-coated vesicles, involved in vesicle formation and incorporation of specific secretory cargo"	 Erv29p						
44	4.84E+09	57	1.36E+10	58	8.12E+09	51	7.78E+09	42	2.50E+09	25	1.31E+09	21	5.80E+08	25	2.31E+08	50032.9	1230686	P02994	6325128|1256510	0+133+16+95|0+124+16+95	6	6|6	1	18.83	251	1	"Subunit (30 kDa) of TFIID, TFIIF, and SWI/SNF complexes, involved in RNA polymerase II transcription initiation and in chromatin modification"	 Taf14p						
2	2.12E+08	1	7.33E+07	3	1.51E+08	1	1.29E+08	4	1.10E+08	3	3.22E+07	2	3.93E+07	4	1.64E+07	73806	1230682	P23254	6324839	0+81+12+13	11	11	1	18.8	252	1	binds to beta-tubulin and may participate in microtubule morphogenesis	 beta-tubulin binding protein	 Rbl2p					
0	0.00E+00	0	0.00E+00	0	0.00E+00	2	2.33E+07	4	2.62E+07	2	2.13E+07	1	2.11E+06	1	2.84E+06	46147.7	1172946	P09938	6323771	0+88+17+17	13	13	1	18.77	253	1	Pichia farinosa Killer toxin Resistance	 Pichia farinosa killer toxin resistance	 Pkr1p					
0	0.00E+00	0	0.00E+00	1	4.48E+07	2	1.47E+08	2	9.17E+07	2	9.91E+07	0	0.00E+00	0	0.00E+00	44384.7	957238	Q02341	6324696	0+81+10+35	7	7	1	18.66	254	1	profilin (actin-binding protein)	 Pfy1p						
2	2.54E+08	8	2.05E+09	8	3.36E+09	7	2.01E+09	4	1.26E+08	5	1.25E+08	3	1.46E+08	1	1.82E+07	21303	736308	P0C2I0	6579194|322915|728664	0+528+18+315|0+525+18+315|0+187+18+315	2	2|2|3	1	18.3	255	1	Large subunit of the nuclear cap-binding protein complex	 transcriptional activator of glycolytic genes	 Sto1p					
1	2.45E+07	1	1.86E+07	2	2.54E+07	0	0.00E+00	0	0.00E+00	0	0.00E+00	0	0.00E+00	0	0.00E+00	62185.8	731666	P38788	27316977|486962	0+329+11+419|0+328+11+419	1	1|1	1	18.24	256	1	Pmt2p: protein O-D-mannosyltransferase							
5	2.02E+08	4	7.02E+07	2	6.28E+07	0	0.00E+00	2	6.17E+06	0	0.00E+00	0	0.00E+00	0	0.00E+00	44647.6	729488	P39676	1710563	0+25+8+26	13	13	1	18.22	257	1	60S ribosomal protein L29 (YL43)							
11	6.32E+08	4	2.08E+08	10	4.71E+08	3	1.09E+08	3	2.30E+07	4	3.79E+07	2	2.49E+07	1	1.36E+07	30176.6	671634	P29311	6320804	0+371+12+832	0	0	1	18	258	1	Sensitivity to a killer toxin (SMK toxin) produced by Pichia Farinosa	 P-type ATPase	 Spf1p					
0	0.00E+00	3	4.73E+07	4	2.62E+08	6	1.27E+08	2	6.76E+07	3	2.50E+07	5	5.84E+07	9	1.20E+08	21729.2	602897	P05735	6322411	0+25+17+1031	1	1	1	17.59	259	1	Dead-box family ATP dependent helicase required for mRNA export from the nucleus	" co-factor of the exosome complex, required for 3' end formation of 5.8S rRNA"	 Mtr4p					
0	0.00E+00	4	5.44E+08	4	7.52E+08	3	4.55E+08	3	1.44E+08	1	7.50E+06	1	2.82E+07	5	2.36E+07	14771.4	585885	P38061	6319961|468735	0+410+14+593|0+410+14+571	1	1|1	1	17.55	260	1	Expressed most highly in sporulating cells	 may also play a role during mating	 Protein similar to LIM-domain proteins and to rho/rac GTPase-activating family of proteins	 Lrg1p				
0	0.00E+00	4	3.07E+08	4	4.84E+08	4	2.22E+08	1	9.01E+06	4	7.97E+07	0	0.00E+00	0	0.00E+00	39092.3	585880	P10664	6319597	0+307+13+347	1	1	1	17.55	261	1	Cytoplasmic and mitochondrial glycyl-tRNA synthase that ligates glycine to the cognate anticodon bearing tRNA	 transcription termination factor that may interact with the 3'-end of pre-mRNA to promote 3'-end formation	 Grs1p					
6	3.58E+08	5	3.45E+08	6	6.14E+08	30	1.42E+09	23	5.91E+08	15	3.66E+08	12	1.72E+08	10	1.45E+08	170514.6	557595	Q87022	7839181	0+34+9+15	15	15	1	17.55	262	1	"Constituent of small nucleolar ribonucleoprotein particles containing H/ACA-type snoRNAs, which are required for pseudouridylation and processing of pre-18S rRNA"	 Nop10p						
2	1.84E+08	11	5.84E+08	12	1.01E+09	9	4.54E+08	4	8.87E+07	4	9.27E+07	2	1.75E+07	2	7.42E+06	14663.9	547604	P39516	6324703|1668789	0+4+9+880|0+4+9+145	1	1|5	1	17.36	263	1	Putative component of the outer plaque of the spindle pole body	 may be involved in cation homeostasis or multidrug resistance	 Yor129cp					
2	1.05E+08	2	1.71E+08	1	5.83E+06	3	2.31E+07	0	0.00E+00	0	0.00E+00	0	0.00E+00	0	0.00E+00	77409.8	533365	P32589	6324741|6323294	0+29+9+29|0+29+9+29	13	13|13	1	17.27	264	1	Protein component of the small (40S) ribosomal subunit	 nearly identical to Rps28Ap and has similarity to rat S28 ribosomal protein	 Rps28ap					
3	1.27E+08	2	5.50E+07	1	3.47E+07	0	0.00E+00	0	0.00E+00	0	0.00E+00	0	0.00E+00	0	0.00E+00	58510.5	460064	P38625	6323971	0+96+10+123	4	4	1	17.15	265	1	"Regulatory subunit of protein phosphatase 1 (Glc7p), involved in glycogen metabolism and chromosome segregation"	 proposed to regulate Glc7p activity via conformational alteration	 ortholog of the mammalian protein phosphatase inhibitor 2	 Glc8p				
3	1.41E+08	1	3.06E+08	5	2.30E+08	1	4.73E+07	1	4.26E+07	0	0.00E+00	4	2.73E+07	3	1.27E+07	28024.6	417336	P32905	6324265	0+32+14+363	3	3	1	17.02	266	1	yeast dnaJ homolog (nuclear envelope protein)	 heat shock protein	 Ydj1p					
0	0.00E+00	0	0.00E+00	2	1.11E+07	1	7.00E+07	1	7.35E+06	1	5.68E+06	1	1.72E+07	1	3.18E+06	41766.2	417061	P32288	6320857	0+35+13+40	14	14	1	16.82	267	1	"Ssh1p-Sss1p-Sbh2p complex component, involved in protein translocation into the endoplasmic reticulum"	 homologous to Sbh1p	 Sbh2p					
0	0.00E+00	3	6.28E+08	1	6.50E+07	3	5.83E+08	3	1.10E+08	1	1.67E+07	0	0.00E+00	1	4.69E+06	15759.5	320176		6320339	0+248+13+1254	0	0	1	16.74	268	1	"Vacuolar glutathione S-conjugate transporter of the ATP-binding cassette family, has a role in detoxifying metals such as cadmium, mercury, and arsenite"	 also transports unconjugated bilirubin	 similar to human cystic fibrosis protein CFTR	 Ycf1p				
0	0.00E+00	3	2.83E+08	2	1.07E+09	0	0.00E+00	3	6.25E+07	2	8.73E+06	1	5.23E+06	0	0.00E+00	16001.9	266966	Q01855	4344|6323891	0+64+9+334|0+64+9+334	2	2|2	1	16.66	269	1	RNA1							
2	7.41E+07	5	9.60E+07	2	5.32E+07	1	1.58E+07	1	2.10E+07	1	1.63E+07	0	0.00E+00	1	1.56E+07	245127.1	173146	P07259	6320637	0+62+12+200	4	4	1	16.66	270	1	"Subunit of the core complex of translation initiation factor 3(eIF3), which is essential for translation"	 Tif35p						
2	4.40E+07	2	3.18E+07	2	2.87E+07	1	3.97E+07	0	0.00E+00	0	0.00E+00	1	8.61E+06	0	0.00E+00	42542.3	171863	P31373	6323214	0+32+11+45	12	12	1	16.24	271	1	"Protein component of the large (60S) ribosomal subunit, has similarity to Rpl37Bp and to rat L37 ribosomal protein"	 Rpl37ap						
